file,sent_idx,char_idx,sentence,phrases,lem_phrases
1900-01a,4643,637934,"Aber zu der Forderung einer Konfiskation des Eigenthums am
den Bergwerken kannt er sich doch nicht entschließen, und so macht er den Vermitt¬
lungsvorschlag, die Bergwerke sollten abgelöst werden gegen Rückzahlung der in
ihnen investirten, noch nicht amortisirten Kapitalien, inbegriffen den Ankaufs¬
preis der Bergwerke.",Kapital,kapital
1900-01a,4703,646964,"Sind wir aber einmal so weit, daß wir eine Regierung haben, die gegen das
Kapital solche Mittel anwendet, dann können wir es getrost darauf ankommen lassen, i
daß sie über sich selbst hinaus zur Verstaatlichung treiben, denn dann können wir¬
überzeugt sein, daß diese politisch wie ökonomisch unter Bedingungen vor sich geht,
die dem Proletariat wie der gesammten Gesellschaft zum Vortheil gereichen.",Kapital | Das Kapital,kapital | der kapital
1900-01a,4728,650940,"Man diskutirt mitunter die Frage, ob wir das Kapital konfisziren oder ablösen,
sollen.",Kapital | Das Kapital,kapital | der kapital
1900-01a,6581,906392,"An diesem Zwischenspiel waren nahezu anderthalb Hunderttausend Arbeits¬
männer nebst ihrett erwachsenen und halberwachsenen Angehörigen betheiligt l
aktiv betheiligt, und noch niemals hat ein direkter Kampf zwischen Arbeit und
Kapital, ein Kanipf von solchem Umfang und so tief erregendem, dramatischem
Verlauf in so kurzer Frist vor dem Wahltag stattgefunden.",Kapital,kapital
1900-01a,7101,964337,"Gezwungen durch die Kohlenkalamität wird
sich das englische Kapital zweifel¬
los intensiv an die Ausbeutung der Kohlenadern in den Kolonien machen, den ,
in abfehbarer Zeit kann das Mutterland nicht mehr der Brennstoffe Gebende, sondern
muß der Nehmende sein.",Kapital,kapital
1900-01a,8274,1096191,"Und ich glaube, es wäre auch
schwer, ein anderes vorzubringen, angesichts der Thatsache, daß die Festsetzung der
Preise der Bergwerksprodukte durch die Staatsgewalt nichts Unerhörtes ist, sondernn
seit Jahrhunderten bestand und erst im Laufe des neunzehnten Jahrhunderts unter¬
dem wachsenden Drucke des gegen die staatliche Oberhoheit rebellirenden Kapitals,
beseitigt wurde.",Kapital,kapital
1900-01a,8345,1107255,"Dort finden wir folgende Tabelle:
Dividende bezw. Ausbeute Abschreibungen,
Reservefonds
Proz. des Kapitals.",Kapital | Das Kapital,kapital | der kapital
1900-01a,8346,1107363,"Proz. des Kapitals Proz. des Kapitals
1873.",Kapital | Das Kapital,kapital | der kapital
1900-01a,8359,1107784,"Effertz bemerkt dazu:
„Die bemerkenswerthen Resultate dieser Tabelle sind folgende:
„1. eine durchschnittliche Verzinsung des Kapitals (NB. unter Einbeziehung der
fetten“ Jahre 1873, 1874 und 18901) von 4,55 Prozent;",Kapital | Das Kapital,kapital | der kapital
1900-01a,8360,1108001,"„2. eine durchschnittliche Abschreibung auf das Kapital ausgerechnet (NB. immer¬
einschließlich der fetten Jahre 1873, 1874 und 1890) von 1,6 Prozent;",Kapital | Das Kapital,kapital | der kapital
1900-01a,8361,1108152,"„S. eine durchschnittliche Rücklage zu Reserve- und anderen Fonds auf das
Kapital ausgerechnet von 0,7 Prozent.",Kapital | Das Kapital,kapital | der kapital
1900-01a,8362,1108264,"Ist man geneigt, eine Abschreibung von 3 Prozent vom Kapital für den
Bergbau im Durchschnitt nicht zu hoch zu finden, so würde sich die Verzinsung des
Kapitals auf 3,15 Prozent reduziren, und ist man ferner geneigt, zuzugestehen, daß ien
die Rücklagen mit 1 Prozent nicht zu hoch gegriffen sein würden, so würde sich
das jämmerliche Resultat von 2,85 Prozent ergeben.",Kapital | Das Kapital,kapital | der kapital
1900-01a,8445,1118903,"noch ist er reich genug,
aber bald wird das künstlerische Kapital aufgezehrt sein.",Kapital,kapital
1900-01a,9027,1188164,"Das Kapital wird nicht wie in Europa sich unheimlich fühlen, es wird sich frei¬
entfalten können.",Kapital | Das Kapital,kapital | der kapital
1900-01a,10225,1352812,"Es ist fast gar nichts Bedeutendes, kein Kapital,
von Karl Marx, kein Buckle oder etwas Aehnliches, kein Byron oder Mickiewicz,
in den Jargon übersetzt, die Jargonliteratur hat auch wenig Tiefes an originalen
Arbeiten hervorgebracht.",Kapital,kapital
1900-01a,10376,1376237,"Und nach einer längeren Besprechung des kläglichen Zustandes, in dem sich die
Landwirthschaft in Italien befindet — theils durch die Nachläfsigkeit der Regierung,
theils dadurch, daß die Kapitalisten die industrielle Verwendung ihres Kapitals vor
der landwirthschaftlichen bevorzugen, wodurch sie allerdings ihr privates Interesse,
in Gegensatz zu dem der Allgemeinheit bringen, welche die höchste Produktivität des
Bodens verlangen müßte —, erörtert der Autor die Frage nach dem Einfluß des
neuen technischen produktiven Apparats auf die verschiedenen Formen des Grund¬
besitzes.",Kapital,kapital
1900-01a,10378,1377085,"Der landwirthschaftliche Großbetrieb kann, da er über große Kapitalien verfügt,
die vom Grundbesitzer, vom Pächter oder von den Aktionären stammen, sich in
großem Stile der technischen Hilfsmittel bedienen und die Produktion vermehren.",Kapital,kapital
1900-01a,10379,1377321,"Aber wird denn nun der mittlere und Kleinbetrieb, der nur über sehr geringes,
manchmal über gar kein Kapital verfügt, dazu bestimmt sein, im Wettbewerb mit
dem Großgrundbesitz, mit dem Großbetrieb, zu unterliegen?",Kapital,kapital
1900-01a,10922,1467090,"Die Besitzer sind dann Großkaufleute, höhere Beamte &c.,
die ihr „erspartes“ Kapital in Grundbesitz anlegen, theils auch Adelige, die aus dem,
einen oder anderen Grunde ihre Güter verpachten.",Kapital,kapital
1900-01a,10923,1467282,"Daß dieses System der Konzen¬
tration des Kapitals auch auf dem Gebiet der Landwirthschaft bedeutenden Vorschub¬
leistet, liegt auf der Hand.",Kapital | Das Kapital,kapital | der kapital
1900-01a,11065,1480853,"Das industrielle und kommerzielle Kapital könnte die Bedingungen,
zur Entfaltung der Großindustrie in Frankreich nur schaffen durch die politische
Stärkung des Proletariats.",Kapital,kapital
1900-01a,11079,1482330,"Die Ursache dieser Erscheinung ist darin zu suchen, daß rascher als der Welt¬
markt die Zahl der Konkurrenten auf dem Weltmarkt wächst, da jedes der Länder,
die ihm eröffnet werden, sich bestreben muß, eine kapitalistische Industrie zu ent¬
wickeln — wobei die Kapitalisten der alten Industrieländer nach Kräften nachhelfen,
indem sie ihre neuakkumulirten Kapitalien in jungen Ländern anlegen.",Kapital,kapital
1900-01a,12071,1619668,"Die Grundzinsensteuer soll den
ganzen Bodenertrag, welcher lediglich dem reinen Wirken der Vegetationskräfte und
nicht dem Kapital oder der Arbeit zu verdanken ist, zu Gunsten der Gemeinschaft,
fortnehmen.",Kapital | Das Kapital,kapital | der kapital
1900-01a,12653,1687510,"Wie ist es da möglich, daß die Gewerkschaften und Hilfskassen, welche so¬
harte Kämpfe führen müssen, noch Kapitalien ansammeln, um große Verkaufsläden
zu errichten, weitläufige Verfammlungs- und Festsäle, kurz um das Werk der wirth¬
schaftlichen Organisation und fozialistischen Erziehung der Arbeiterklasse zu fördern.",Kapital,kapital
1900-01a,12662,1688567,"ihren Frauen Vortheile zu, das heißt der anderen Hälfte der Arbeiterklasse, und
zwar der rückständigsten Hälfte derselben, dem Theile des Proletariats, der noch and
meisten der Macht des Priesters und des Kapitals unterworfen ist.",Kapital | Das Kapital,kapital | der kapital
1900-01a,13045,1731592,"Sich der Ausbeutung und Unterdrückung durch das Kapital zu wider¬
setzen, auf die Vernichtung des Kapitalverhältnisses hinzuarbeiten, wird nicht nuri
durch das Sonderinteresse des Proletariats, sondern durch das Gesammtinteresse der
Gesellschaft geboten.",Kapital | Das Kapital,kapital | der kapital
1900-01a,13102,1739031,"so hat der Unter¬
nehmer die Pflicht, Unternehmungen zu leiten, der Bodenbesitzer die, den Boden
bebauen zu lassen, der Kapitalist.
jene, ohne Wucher sein Kapital in Funktion zu
setzen, der Arbeiter endlich aber hat die hohe sittliche Pflicht — zu arbeiten.",Kapital,kapital
1900-01a,13348,1776990,"483
Ein nationalsozialer Weiser deutet an, die Sozialdemokratie führe den Kampf¬
gegen den Brotwucher so lässig, weil sie aus der Auspowerung der Volksmassen¬
parteitaktisches Kapital zu schlagen beabsichtige.",Kapital,kapital
1900-01a,13701,1821989,"Das Kapital hat in der Kunst wie in der Produktion zerstört, aufgelöst,
und die Quadersteine des künftigen Baues in unordentlichen Haufen zusammen¬
gebracht — der architektonische Aufbau bleibt dem Soztalismus vorbehalten.",Kapital | Das Kapital,kapital | der kapital
1900-01a,15585,2100618,"Hier be¬
deutet das Eindringen der Elektrotechnik in die Landwirthschaft einen erheblichen
Schritt weiter in ihrer Unterwerfung unter das Kapital.",Kapital | Das Kapital,kapital | der kapital
1900-01a,15592,2101729,"Unter günstigen Verhältnissen können vielleicht Großgrund¬
besitzer oder Großbauern die nöthigen Kapitalien auftreiben, um ein Elektrizitätswerken
genossenschaftlich zu errichten und zu betreiben.",Kapital,kapital
1900-01a,15624,2107179,"Wenn in dieser Zeit, wie in den Nächten, ein
so theures Kapital fast unverzinst bleiben sollte, würde die abgebbare Kraft zu theuer
und das Unternehmen unrentabel werden;",Kapital,kapital
1900-01a,15641,2110533,"Aber wir haben schon bemerkt, daß sie den Landwirth mit vermehrter Abhängig¬
keit vom Kapital und steigender Ueberflüssigkeit in seinem Produktionsprozeß bedroht.",Kapital | Das Kapital,kapital | der kapital
1900-01a,15859,2145822,"Die klassische, also englische politische Oekonomie war die Wortführerin.
des Kapitals, das seine nationalen Schranken sprengte und einen Weltmarkt,
schuf.",Kapital | Das Kapital,kapital | der kapital
1900-01a,15890,2151356,"Wo die Anderen nur einen Geist und eine Seele sahen, den Geist und die Seele¬
des profitbildenden Kapitals, deckte er einen durch Kreuz und Quer gehenden
Widerstreit der Interessen des Industriellen, des Grundbesitzers, des Pächters,
des kleinstädtischen Handwerkers, des Landarbeiters, des Fabrikarbeiters alf.",Kapital,kapital
1900-01a,15920,2156647,"Engels zitirt Marx' „Kapital"" (ich
vervollständige das Zitat): „Das Protektionsfystem war ein Kunstmittel, Fabri¬
kanten zu fabriztren, unabhängige Arbeiter zu expropriiren, die nationalen Pro¬
duktions- und Lebensmittel zu kapitalisiren, den Uebergang aus der alterthüm¬
lichen in die moderne Produktionsweise gewaltsam abzukürzen.",Kapital,kapital
1900-01a,15925,2157452,"dem
ursprüngliche Kapital der Industriellen fließt hier zum Theil direkt aus¬
Staatsschatz.",Kapital,kapital
1900-01a,15929,2157908,"Das Industrie¬
kapital Englands hat sich
den Freihandel erkämpft, um durch Verbilligung der
Rohstoffe und Arbeitslöhne seine Herrschaft auf dem Weltmarkt fester begründen
zu können.",Kapital,kapital
1900-01a,15939,2159289,"Sein berühmt gewordenes Eisenbahnbeispiel !
vortheilhafter sei, mit dem theureren Schnellzug, statt mit dem billigeren Bummel¬
zug zu fahren, so auch, theurere Waarenpreise zu bezahlen, um eine raschere
Entwicklung der Industrie zu erzielen — ist die Gegenüberstellung der „Produktiv¬
kräfte"" den „Tauschwerthen“ Auchgist er sich, abgesehen schon von dem kapita¬
listischen Charakter der Schutzzölle, vor Allem ihres relativen Werthes für
das Kapital selbst bewußt.",Kapital | Das Kapital,kapital | der kapital
1900-01a,15981,2165584,"Zu einer eingehenden Untersuchung der kapita¬
listischen Handelspolitik fehlte auch noch jener wissenschaftliche Bau, den Mary¬
später in seinem „Kapital"" errichtete.",Kapital,kapital
1900-01a,15983,2165962,"Engels konnte sich 1888 schon auf die zwei ersten
Bände des „Kapital"" und noch vieles Andere stützen, doch fehlie der dritte,
Band mit seinen wichtigen Untersuchungen über die Profitbildung, die Grund¬
rente und den Preis, die für die Lehre von der Konkurrenz und damit auch für
die Beurtheilung der Handelspolitik unentbehrlich sind.",Kapital | Das Kapital | Erste Band das Kapital,kapital | der kapital | erst band der kapital
1900-01a,16011,2170513,"588.
Welt vom Akkumulationsprozeß des Kapitals abhängig macht, zugleich
diesem unterwirft.",Kapital | Das Kapital,kapital | der kapital
1900-01a,16028,2172492,"Daß diese nicht immer zusammenfallen, daß das Interesse des Kapitals der
Produktionsentwicklung hinderlich sein kann, sieht er nicht mehr.",Kapital | Das Kapital,kapital | der kapital
1900-01a,16049,2175358,"Setne Kritik trifft den revolutionären Sozia¬
lismus nicht, der die Welteroberungspläne des Kapitals längst erkannt und
durch noch kühnere der Umgestaltung der kapitalistischen Welt übertrumpft
weshalb er denn dem Philister als unmögliche Utopie vorkommt.",Kapital | Das Kapital,kapital | der kapital
1900-01a,16300,2215343,"Die Arbeit ist der Mitarbeiter des Kapitals, aber ein Mit¬
arbeiter, der ohne Ungerechtigkeit und ohne Unklugheit nicht als unmündig behandelt.
werden darf.",Kapital | Das Kapital,kapital | der kapital
1900-01a,16601,2268807,"Ihr Zweck
ist nicht, die aufkeimende Entwicklung eines tiationalen Kapitals zu schützen, viel¬
mehr sind sie der unfehlbare Anzeiger, daß ein Land kapitalistisch weiter fort¬
geschritten ist, als seine Umgebung, aber auch, daß eine Hypertrophie, ein Ueber¬
maß der nationalen Entwicklung stattgefunden hat.",Kapital,kapital
1900-01a,16663,2278966,"Der Verlust an Leben und Lebenskraft, den das für die deutsche Arbeiterklasse,
bedeutet, wird freilich auf dem Geschäftskonto des vaterländischen Kapitals nicht
gebucht.",Kapital,kapital
1900-01a,16697,2284578,"Gewiß
sind die Industriezölle nicht blos als Vergeltungsmaßregeln aufzufassen — in¬
wiefern sie der Entwicklung des nationalen Kapitals entspringen, soll an anderer
Stelle erörtert werdett
aber durch die geschilderten Wirkungen der Agrarzölle,
wird diese handelspolitische Entwicklung beschleunigt und verschärft, und schließlich
spitzt sich thatsächlich das Verhältniß auf den offenen Kampf „Industriezölle gegen¬
Agrarzölle"" zu und die Handelspolitik wird aus einem Mittel zur Förderung der
Produktionsentwicklung auf beiden Seiten zu einem Mittel ihrer Hemmung.",Kapital,kapital
1900-01a,16866,2315189,"Und war jene ein Messer, miit dem man dem,
Arbeiter an die Gurgel wollte, so ist diese eine Waffe, mit der der wirthschaft¬
lichen Allmacht des Kapitals der Garaus gemacht wird.",Kapital | Das Kapital,kapital | der kapital
1900-01a,16871,2315762,"Die tödtliche Waffe gegen das Kapital wird also dem
Kapitalisten in den Schrank gelegt.",Kapital | Das Kapital,kapital | der kapital
1900-01a,16924,2325597,"Das Amnestiegesetz war die
juristische Entladung des Konfliktes zwischen der Zivilgesellschaft und der stehenden
Armee, das Assoziationsgesetz ist ein Versuch, den Widerstreit zwischen der Republik,
und der Kirche zu vertuschen, die Sozialreformen sind die juristische Aufhebung¬
des Kampfes zwischen Kapital und Arbeit.",Kapital,kapital
1900-01a,16933,2328115,"629
Ausdruck in der gleichzeitigen Ausarbeitung papierener Beglückungsmaßregeln für
Arbeiter und der Beschirmung des Kapitals mit der eisernen Realität des Bajonetts.",Kapital | Das Kapital,kapital | der kapital
1900-01a,16946,2330309,"Denn auch ein sozialistischer Minister ist,
solange er im bürgerlichen Ministerium figurirt, das heißt solange nicht Interessen
der Arbeiterklasse, sondern die des Kapitals im Staate herrschen, an die Zustim¬
mung der bürgerlichen Majorität der Regierung und der Volksvertretung gebunden.",Kapital | Das Kapital,kapital | der kapital
1900-01a,17400,2403527,Massenhaft häuft sich verwerthungsbegieriges Kapital.,Kapital,kapital
1900-01a,17408,2404884,"Aber
dort besteht ein Mangel an mobilem Kapital?",Kapital,kapital
1900-01a,17410,2404994,"Durch Untergrabung des lokalen Absatzmarktes
„arbeitslos"" geworden, wandern große Mengen Kapital aus den nördlichen nach.
den füdlichen Staaten aus.",Kapital,kapital
1900-01a,17503,2422485,"Endlich hat unsere Industrie¬
mit ihren kolossal entwickelten Prodnktivkräften jenen Punkt erreicht, wo der
Antheil, den Amerika vom Markte der zivilisirten Länder erlangen kann, bei
Weitem nicht mehr hinreicht, um für die angelegten Kapitalien die übliche Zins¬
rate abzuwerfen.",Kapital,kapital
1900-01a,18004,2500155,"Diese genaue Wiedergabe dessen, was Genosse Dreesbach wirklich gesagt hat,
verdirbt den bürgerlichen Blättern, die in ihrem Sinne politisches Kapital aus
seinen Ausführungen zu schlagen versuchen, einigermaßen den Spaß;",Kapital,kapital
1900-01a,18053,2509329,"Heute freilich¬
haben die Ultramontanen dies Präsidium in der Hand, um einfach nach der
Pfeife der Regierung zu tanzen und politisch nur noch von dem Kapital zu
zehren, das sie sich als parlamentarische Partapartei erworben haben.",Kapital | Das Kapital,kapital | der kapital
1900-01a,18833,2633117,"Die wichtigsten Bedingungen der industriellen Entwicklung eines Landes sind:
Eisenbahnen, Städte, Telegraphen und Posten, Organisation des Handels, An¬
häufung von Kapital, Entwicklung eines Geldmarktes, leistungsfähige und geschulte
Fabrikarbeiter, Volksschulen, technische Schulen, parlamentarische Verfassung.",Kapital,kapital
1900-01a,18855,2636408,"Es ist von Marx im dritten Bande
seines „Kapital"" gezeigt worden, wie mit der Kapitalakkumulation die Profit¬
rate sinken muß, weil das konstante Kapital immer größer wird im Vergleich¬
zu dem variablen, Mehrwerth bildenden Theile des Kapitals.",Kapital | Das Kapital,kapital | der kapital
1900-01a,18866,2637704,"Kapital aber ist in Europa,
ihnen folgenden Handelsverkehr diese Rentabilität erst
in Massen aufgehäuft, die Industrie sucht mit Gewalt nach einem Absatz, und die Eisen¬
europäische Eisenbahnnetz nicht mehr:
industrie gerade deshalb, weil das bereits ausgebaute
in dem gleichen Tempo sich weiter entwickeln kannt.",Kapital,kapital
1900-01a,18890,2641478,"daß das englische Kapital seitdem den ganzen Erdball¬
zum Schauplatz seiner Ausbeutung gemacht hat, daß es ebenso an der Zersetzung des „gol¬
denen Bodens“ im deutschen Handwerk wie an der Untergrabung des „Mir“ der russischen
Gemeinde mitgewirkt, daß es ganze Völkerschaften ausgerottet und Volksmassen über den
Ozean geworfen hat, das sehen sie in dem Maulwurfsloch ihrer Profesforenklause nicht;",Kapital,kapital
1900-01a,18891,2641877,"sie
sehen nicht einmal die Massengräber, welche dieses englische Kapital vor ihren Augen in
Ostindien aufrichtet.",Kapital,kapital
1900-01a,18892,2641991,"In den kapitalistischen Ansiadlungsgebieten, in denen die vom Kapital aus
Europa ausgestoßenen Arbeitermassen erst eine Produktion und eine Wirthschaftsordnung
schaffen, sind die Löhne höher als in Eurøpa;",Kapital | Das Kapital,kapital | der kapital
1900-01a,18893,2642197,"da aber die Mehrwerthsrate dort nicht
niedriger sein kann, sondern ebenfalls höher sein muß, um enropäisches Kapital heranzu¬
locken, so dient das zunächst als Hinderniß der Entwicklung der Industrie.",Kapital,kapital
1900-01a,18915,2645913,"Da
er wenig Kredit hat, kann er wenig Kredit gebent er muß peinlich dafür forgen,
Einkauf, Produktion, Verkauf und
daß der Umschlagszyklus seines Kapitals
er muß einen Geldvorrath haben,
Rückfluß des Geldes — nicht verzögert werde.",Kapital,kapital
1900-01a,18922,2647062,"des Kapitals beginnt, eine andere quantitative Zusammenfetzung hat, als WI,
oder
im Falle einer Ueberproduktion — quantitativ geringer ist als W1,
kann der Kredit, der nur an Stelle des harten Metalls dessen Buchwerth setzt,
nichts helfen;",Kapital | Das Kapital,kapital | der kapital
1900-01a,18923,2647302,"aber der Kredit durchbricht die Schranken des Privateigen¬
thums für die Einzelunternehmung, er vereinigt das Privateigenthum Einzelner,
zum gesellschaftlichen Privateigenthum einer Klasse, er schafft erst das natio¬
nale Kapital.",Kapital,kapital
1900-01a,18924,2647533,"Ein wichtiges Moment der Konkurrenzfähigkeit des Kapitals ist nach eigenem
Zugeständniß der Fabrikanten die Letstungsfähigkeit der Arbeiter.",Kapital | Das Kapital,kapital | der kapital
1900-01a,18931,2648561,"Denken wir uns eine Fabrik I, deren Kapital so zusammengesetzt ist:
350000 Mark.",Kapital | Das Kapital,kapital | der kapital
1900-01a,18944,2649309,An Kapital mag auch gespart werden.,Kapital,kapital
1900-01a,18947,2649613,"zu gleicher Zeit bedingt er eine Scheidung in der sozialen
Stellung der Besitzer der Produktionsmittel: als Unternehmer werden sie zu Funktio¬
nären, zu Geschäftsagenten des unpersönlichen Kapitals, als Kapitalisten werden sie pure¬
Rentenbezieher.",Kapital,kapital
1900-01a,18950,2650127,"Das gesammte investirte Kapital wird also hier 1 350000 Mark¬
betragen.",Kapital,kapital
1900-01a,19661,2760340,"Wie schon gesagt, gehört es zum Wesen der echten
Trustorganisation, daß in ihr die verbundenen Aktienkorporationen nicht etwar
ihre Selbständigkeit aufgeben, nicht ihre Kapitalien zu einem einzigen, soliden
Ganzen vereinigen oder verschmelzen, sondern daß sie nur nach Außen hin und
auch das nur für einen bestimmten Termin eine Einheit bilden, die in der
That nur eine Betriebseinheit ist.",Kapital,kapital
1900-01a,19673,2762715,"sie mußten die Zentrifugal- und sonstigen Arbeits¬
und auch die Motormaschinen der in Stillstand versetzten Fabriken einfach rasten
und rosten lassen, und für alle brachgelegten mußten sie ebenso wie für die
arbeitenden und Mehrwerth heckenden Kapitalkomplere Zinsen auf Obligationen
und Dividenden, wenigstens für die bevorzugten Aktien, beschaffen; für alle diese
Kapitalien, die überdies durch Ausgabe von Obligationen und Aktien für nur
fiktive Einzahlungen, durch die Methode der „Kapitalverwässerung“, wie man
es hier nennt, um etwa 30 Prozent inflatirt worden waren.",Kapital,kapital
1900-01a,19688,2766070,"Mit einem Worte: das Eisen- und
Stahlmonopol setzt das Eisenerzmonopol voraus, denn sonst gehört das Produkte
der Hochöfen und Schmelzwerke zu den beliebig vermehrbaren und ist die Mög¬
lichkeit der Monopolisirung ausgeschlossen, zumal in einem Lande, wie diesem,
wo so ungeheure Massen von müßigem Kapital auf lohnende Verwerthung lauern.",Kapital,kapital
1900-01a,19693,2767461,"746.
worden seien, und dann: in dem Maße, wie der Profit in der Stahlindustrie sich
über die durchschnittliche Rate erhebt, wird dies auf das unterdurchschnittlich
rentirende Kapltal als ein Antrieb wirken, die Auffindung neuer Erzlager und die
Wiederaufnahme des Betriebs von älteren Minen zu forciren, die vor Jahrzehnten,
aufgegeben wurden, weil die Ausbeute bei unzulänglichem Kapital und rückstän¬
digen Methoden, wie damals angewandt, sich nicht lohnte;",Kapital,kapital
1900-01a,19709,2770937,"Ja, die einfache,
große Aktiengesellschaft, meiner Ansicht nach: in Wahrheit die höchste und letzte
Entwicklungsform des Kapitals, sie wird dann nur um so reinlicher, glatter und
rascher arbeiten am Werke der Betriebs- und Besitzkonzentration, und arbeiten",Kapital | Das Kapital,kapital | der kapital
1900-01a,19757,2779343,"Strikes sind nicht absolut,
verwerflich, es darf nicht der Verdacht aufkommen, als schwimme man in
Schlepptau des Kapitals.",Kapital | Das Kapital,kapital | der kapital
1900-01a,19768,2781365,"Verminderung der indirekten
Steuern und der Militärlast, Beschränkung der Herrschaft des Kapitals
(Wucher und Börsenspiel).",Kapital | Das Kapital,kapital | der kapital
1900-01a,19869,2800210,"Dann wußte man die Geldgeber seiner Baugenossenschaft zur Kündigung ihrer
Kapitalien zu bewegen, Cronenberg wußte die ausfallenden Hypotheken anderweit
zu decken.",Kapital,kapital
1900-01a,19932,2812567,"Das ist also der Segen der
Kuhhaltung, eine meistens ungenießbare Butter, eine Milchnutzung, welche den
Familienansprüchen nur für die Hälfte des Jahres genügt, Ausnützung der Kinder¬
arbeit und der sogenannten freien Arbeitszeit des Mannes und der Ehefratt, und
schließlich die ewige Besorgniß, daß das einzige Kapital, welches der arme Manhn ,
in der Kuh angelegt hat und das er so sorgsam hütet, ihm durch unvermeidlicher
Unglücksfälle verloren gehen kann.",Kapital,kapital
1900-01a,20389,2872269,"Weit davon entfernt, alles um
sich niederzudrücken und eine Monopolherrschaft des Zuerstgekommenen zu etabliren,
wirkt das Kapital vielmehr frevolutionär und kosmopolitisch, indem es überall¬
die Produktivkräfte anspornt.",Kapital | Das Kapital,kapital | der kapital
1900-01a,20390,2872491,"Das Kapital des industriell fortgeschrittensten
Landes ist dasjenige, welches sich selbst die meiste Konkurrenz in den fremden
Ländern erzeugt.",Kapital | Das Kapital,kapital | der kapital
1900-01a,20421,2876488,"Er vermittelt den Reproduktions¬
prozeß des Kapitals.",Kapital | Das Kapital,kapital | der kapital
1900-01a,20422,2876542,"Aber in der Formel G—W.. .. Pr. ... W.—G.
gehört jedes Glied zugleich einer zweiten Zirkulationskette an, welche die erste
kreuzt: G des Kapitals I ist zugleich G! für ein Kapital II, schließt einen Um¬
schlagszyklus ab, G“ ist G, eröffnet die Zirkulation des Kapitals I von Neuem¬
oder jene eines anderen Kapitals, W. ist W! für ein Kapital III und W! ist
mit der alleinigen Ausnahme, wenn es von einem Kapitalisten IV oder
von den Kapitalisten I. II und III persönlich verzehrt wird.“",Kapital | Das Kapital,kapital | der kapital
1900-01a,20434,2878659,"Alles, was durch die Hände des Kapitalisten geht, ist Kapital, nur was
durch seinen Magen geht, ist es nicht.",Kapital,kapital
1900-01a,20444,2879976,"Allein bald entwickelt das Kapital derartige Produktiv¬
kräfte, daß ihm die übernommene Erbschaft des Waarenmarktes nicht mehr
genügt.",Kapital | Das Kapital,kapital | der kapital
1900-01a,20466,2882799,"Profitrate in dem kapitalistisch weniger entwickelten Lande lockt auswärtiges,
Kapital an.",Kapital,kapital
1900-01a,20468,2883007,"Aber selbstverständlich braucht,
der Kapitalist nicht dem Kapital auf allen seinen Wanderungen nachzufolgen.",Kapital | Das Kapital,kapital | der kapital
1900-01a,20472,2883589,"Die internationalen Börsenplätze liefern das Kapital der nationalen Staats¬
schulden und fördern dadurch ebenfalls die industrielle Entwicklung.",Kapital | Das Kapital,kapital | der kapital
1900-01a,20478,2884706,"Um so
mehr sucht das Kapital auswärtige Anlagen.“",Kapital | Das Kapital,kapital | der kapital
1900-01a,20483,2885285,"Es ist dieselbe Entwicklung, die das konstante Kapital stärker ver¬
mehrt als das variable und die Profitrate senkt.",Kapital,kapital
1900-01a,20485,2885508,"Je mehr der Waarenwerth aus altem, reproduzirtem Werthe besteht, was ja
durch das Anwachsen des konstanten Kapitals bedingt wird, desto weniger macht,
sich im Waarenpreis der Unterschied der Leistungsfählgkeit der Arbeitermassen,
geltend.",Kapital,kapital
1900-01a,20497,2887186,"Wir kommen zum Schlusse: die wichtigste Bedingung der industriellen Ent¬
wicklung eines kapitalistisch rückständigen Landes ist der Handels- und Kapitals¬
verkehr mit dem industriell weiter fortgeschrittenen Lande.",Kapital,kapital
1900-01a,20517,2889448,"Die Ueberproduktion, die das Kapital um die Welt jagt, ruft auf jedem
„inneren Markte“ gerade umgekehrt, das Bestreben nach Isolirung hervor.",Kapital | Das Kapital,kapital | der kapital
1900-01a,20518,2889590,"Die
revolutionäre Wirkung der kapitalistischen Weltproduktion entzieht sich dem Ge¬
sichtskreis des nationalen Kapitals.",Kapital,kapital
1900-01a,20541,2891815,"Allein
die Werthsumme des Mehrbedarfes an Rohstoffen und Subsistenzmitteln der
Arbeiter wird selbstverständlich nur einen Theil des Werthes bilden, um den die
Waareneinfuhr in Folge der Schutzzölle zurückgeht, da dieser letztere nicht nur
aus variablem und flüssigem, sondern aus der Reproduktion des firen Kapitals
besteht.",Kapital,kapital
1900-01a,20554,2893703,"Nehmen wir
an, daß dieser Werth sich aus Mehrwerth (m), vartablem (v), flüssigem (c) und
fixem (k) Kapital wie folgt zusammensetzt:
miytett =112:4:1.5
Wenn nun in den erwähnten 160 Millionen 20 Millionen reproduzirtes
fixes Kapital stecken, so müßte, bei 62 Prozent Abschreibungen, eine Neu¬
anlage von 300 Millionen Mark fixes Kapital stattgefunden haben.",Kapital,kapital
1900-01a,20561,2894622,"Die
Jahresrate von 20 Millionen fixes Kapital erscheint zwar im Werthe der Fabri¬
kate, aber nicht mehr als Nachfrage nach Maschinen, sondern als Rückzahlung,
der gemachten Auslagen, die zum Theile oder ganz ins Ausland fließt.",Kapital,kapital
1900-01a,20563,2895009,"Die 80 Millionen Mehrausgabe an flüssigem Kapital sind vor Allem¬
eine Nachfrage nach Rohstoffen.",Kapital,kapital
