file,quote,type,speaker,cue,addressee,frame,quote_offsets,cue_offsets,speaker_offsets,addressee_offsets,frame_offsets
1896-97aCLEAN_chunk_090.txt,"der „eigentliche Kern der Sache"" ist „nicht“ getroffen",Indirect,Herr Mehring,zitirt zitirt Herr Mehring. geschrieben habe,,Wo ich geschrieben habe: zwischen Anführungsstrichen:,21341-21395,21231-21237;21231-21251;21259-21275,21238-21250,,21252-21276;21312-21340
1896-97aCLEAN_chunk_090.txt,„nicht“,Direct,Herr Mehring,zitirt geschrieben habe,,zitirt Herr Mehring. Wo ich geschrieben habe: zwischen Anführungsstrichen:,21378-21385,21231-21237;21259-21275,21238-21250,,21231-21251;21252-21276;21312-21340
1896-97aCLEAN_chunk_090.txt,"Die ganze Kritik, die Herr Mehring mir zutheil werden läßt, ist durchgehends,
sie von mir bisher beleuchtet wurde, in demselben Grade wahr",Indirect,dieses Zitat,wie,,"zitirt Herr Mehring. , wie dieses Zitat",21397-21535,21537-21540,21541-21553,,21231-21251;21535-21553
1896-97aCLEAN_chunk_021.txt,"Es würde eine eigene Abhandlung erfordern, diesen Gedanken¬
eingehend auszuführen; hier wollen wir ihn nur durch ein Beispiel erläutern.",IndirectFreeIndirect,,,,,13883-14019,,,,
1896-97aCLEAN_chunk_021.txt,das Kind mit dem Bade zu verschütten,Indirect,er,hat sich gehütet,,"Um nun aber auf die Verhandlungen des Parteitags zurückzukommen,
hat er sich wohlweislich gehütet,",15177-15213,15143-15146;15150-15154;15168-15175,15147-15149,,15078-15176
1896-97aCLEAN_chunk_021.txt,"was die arbettende Klasse von der modernen Kunst trennt,
aber er ist nicht so ungerecht gewesen, die moderne Kunst in Bausch und Bogen
zu verwerfen oder gar zu verkennen, daß sie innerhalb der bürgerlichen Gesell¬
schaft allerdings ein Fortschritt ist",Indirect,Er,hat hervorgehoben,,"Er
hat hervorgehoben,",15237-15488,15218-15235,15215-15217,,15215-15236
1896-97aCLEAN_chunk_139.txt,in Europa zu existiren,Indirect,sie,"wird
aufhören",,"oder sie wird
aufhören,",13933-13955,13918-13931,13914-13917,,13909-13932
1896-97aCLEAN_chunk_139.txt,Es ist,Indirect,"
 als",,,"
als typische Assoziation,",19000-19006,,19026-19027;19027-19030,,19026-19052
1896-97aCLEAN_chunk_139.txt,"die einem be¬
deutenden Bauerndorfe in der Nähe von Tournais, gegründet wurde",Indirect,"
 als",sehr vervielfältigen wird,,,19053-19056;19217-19290,19090-19115,19026-19027;19027-19030,,
1896-97aCLEAN_chunk_048.txt,"von welcher auch Ribot sich
nicht freigehalten hat - die sozialen Empfindungen mit dem Hinweis auf Analogien
in der Thierwelt erklären zu wollen",Indirect,,,,,461-605,,,,
1896-97aCLEAN_chunk_048.txt,"seinem Artikel gegen die beliebte Methode — von welcher auch Ribot sich
nicht freigehalten hat - die sozialen Empfindungen mit dem Hinweis auf Analogien
in der Thierwelt erklären zu wollen. Diese Methode läuft nach dem Verfasser darauf,
hinaus, „dunkle Vorgänge durch das Dunkelste, was es in der Welt giebt, zu erklären,
durch die Instinkte der Thiere“. Anstatt die geschichtlichen Bedingungen zu unter¬
suchen, unter deren Einfluß die sozialen Gefühle der Menschen sich entwickelten,
dichtet man diesen eine stattliche Reihe „natürlicher Gefühle"" an, welche den Utopisten
die Bausteine für ihre luftige, spekulative „wahre Gesellschaft"" liefern.",Indirect,seinem Artikel,,,,417-1064,,417-431,,
1896-97aCLEAN_chunk_048.txt,seinem Artikel,Direct,,,,,417-431,,,,
1896-97aCLEAN_chunk_048.txt,"Diese Methode läuft darauf,
hinaus,",Indirect,dem Verfasser,nach,,nach dem Verfasser,607-626;646-661,627-631,632-645,,627-645
1896-97aCLEAN_chunk_048.txt,"„dunkle Vorgänge durch das Dunkelste, was es in der Welt giebt, zu erklären,
durch die Instinkte der Thiere“",Direct,dem Verfasser,nach,,nach dem Verfasser,662-770,627-631,632-645,,627-645
1896-97aCLEAN_chunk_048.txt,"„natürlicher Gefühle""",Direct,"einer Kritik der Ribotschen Ausführungen über die Sym¬
pathie, den Stamm- und Familiensinn, die Mutterliebe, den Altruismus, den Wohl¬
thätigkeits- und Gerechtigkeitssiun gelangt X.",,,,944-965,,1346-1527,,
1896-97aCLEAN_chunk_048.txt,"„wahre Gesellschaft""",Direct,,,,,1035-1055,,,,
1896-97aCLEAN_chunk_048.txt,"daß das ge¬
nannte Werk trotz des aufgewendeten Sammekfleißes das Verständniß der auf¬
geworfenen Fragen nicht viel fördert",Indirect,"einer Kritik der Ribotschen Ausführungen über die Sym¬
pathie, den Stamm- und Familiensinn, die Mutterliebe, den Altruismus, den Wohl¬
thätigkeits- und Gerechtigkeitssiun gelangt X. zu der Schlußfolgerung,",Nach zu der Schlußfolgerung,,,1552-1675,1341-1345;1528-1550,1346-1551,,
1896-97aCLEAN_chunk_048.txt,"„der erste Psycholog Frankreichs""",Direct,,Nach,,,1685-1718,1341-1345,,,
1896-97aCLEAN_chunk_096.txt,"„Ein wenig neueste Dicht¬
T1
eit“ AIV I, S. 650 ff.
kunst“",Direct,Wir,haben betont,,"Wir
haben verschiedentlich betont,",14643-14701,14433-14438;14456-14462,14429-14432,,14429-14463
1896-97aCLEAN_chunk_096.txt,"seine
Ohnmacht Wenn wir an Byrons prachtvolle Schilderungen denken, kommen uns
er schlichten Großartigkeit dieser Weltraumflüge gegenüber die ähnlichen Versuche,
der Dehmel und Konsorten sehr schwächlich vor.",Direct,"seine
Phantasiestücke imponiren uns durchaus nicht.",,,,16378-16392;16394-16587,,16229-16280,,
1896-97aCLEAN_chunk_096.txt,"seine
Ohnmacht",Direct,,,,,16378-16392,,,,
1896-97aCLEAN_chunk_147.txt,"„Ein Mitarbeiter der „Neuen Zeit"" schreibt für deren letzte,
Nummer unter dem Titel:
„Vor dreißig Jahren“ eine Ehrenrettung oder richtiger,
Verherrlichung des Herrn v. Schweitzer, dessen Haltung, besonders in den kritischen
Jahren 1865, 1868 und
1867 durchaus „korrekt“ gewesen sei; der „das Richtige,
getroffen und mit einer in ihrer Art meisterhaften Geschicklichkeit die junge Bewegung¬
geleitet habe“ u. f. w. „So schiebt er mir den Unsinn unter, ich habe „eine kommunistische
Propagandagesellschaft“ erstrebt - im Gegensatz zu Schweitzer, der eine „poli¬
tische Partei“ gewollt habe.",Direct,"Ein Mitarbeiter der „Neuen Zeit""",,,,6817-7230;7503-7677,,6818-6850,,
1896-97aCLEAN_chunk_147.txt,"„korrekt“ Person¬
hält, das ist seine Sache. Ich bestreite ihm nicht das Recht, seinen Helden zu loben,
aber er thue es nicht auf Kosten Anderer.",Direct,"Ein Mitarbeiter der „Neuen Zeit""",,,,7077-7086;7367-7502,,6818-6850,,
1896-97aCLEAN_chunk_147.txt,"„das Richtige,
getroffen und mit einer in ihrer Art meisterhaften Geschicklichkeit die junge Bewegung¬
geleitet habe“ „eine kommunistische
Propagandagesellschaft“",Direct,,,,,7104-7221;7549-7593,,,,
1896-97aCLEAN_chunk_147.txt,"„eine politische Partei""",Direct,,,,,7793-7817,,,,
1896-97aCLEAN_chunk_036.txt,"Diese Gleichgiltigkeit nimmt mitunter einen
„geradezu ungeheuerlichen“ Charakter an",Indirect,ich,wie bemerkt,,", wie ich schon früher einnial bemerkt,",6736-6773;6813-6858,6775-6778;6804-6811,6779-6782,,6773-6812
1896-97aCLEAN_chunk_036.txt,„geradezu ungeheuerlichen“,Direct,,wie,,", wie ich schon früher einnial bemerkt,",6819-6845,6775-6778,,,6773-6812
1896-97aCLEAN_chunk_036.txt,"er begehe die „geradezu ungeheuerliche Verwechslung“ materieller
Juteressen mit materiellen Bedingungen",Indirect,,"darauf hin¬
gewiesen",,"darauf hin¬
gewiesen,",7014-7117,6992-7012,,,6992-7013
1896-97aCLEAN_chunk_036.txt,„geradezu ungeheuerliche Verwechslung“,Direct,,,,"darauf hin¬
gewiesen,",7028-7066,,,,6992-7013
1896-97aCLEAN_chunk_036.txt,"„In¬
den Ausführungen der materialistischen Geschichtsauffassung finde ich, daß diese
Begriffe einander so ziemlich (!) decken.... Die materialistischen Bedingungen,
die die Geschichte bestimmt haben, lassen sich unbestreitbar in den meisten Fällen
auf die materiellen Interessen von Klassen oder von Völkern zurückführen;
also
finde ich die Entrüstung Kautskys über meine Ungeheuerlichkeit etwas
überspannt.",Direct,,,,,7141-7549,,,,
1896-97aCLEAN_chunk_036.txt,"daß die materiellen Bedingungen,
sich „in den meisten Fällen"" auf die materiellen Interessen der Klassen zurück¬
führen lassen",Indirect,Bax,Es ist findet,,"Und dann findet Bax gar,",8486-8612,8198-8204;8470-8476,8477-8480,,8461-8485
1896-97aCLEAN_chunk_036.txt,"„in den meisten Fällen""",Direct,Bax,,,,8524-8547,,8477-8480,,
1896-97aCLEAN_chunk_071.txt,"daß die¬
Arbeiter trotz aller Ermahnungen einen eisernen Träger mit einem plötzlichen Ruck¬
auf das Gerüst niedergelassen hätten",Indirect,"brach am 13. Juni 1894 ein Gerüst zusammen, wobei ein Zimmerer
ums Leben kam und ein Zimmerpalier und fünf andere Arbeiter schwer verletzt.",,,,8696-8824,,8483-8622,,
1896-97aCLEAN_chunk_071.txt,"baugewerblichen Unternehmer¬
presse",Direct,,,,,15015-15050,,,,
1896-97aCLEAN_chunk_071.txt,"baugewerblichen Unternehmer¬
presse",Direct,,,,,15015-15050,,,,
1896-97aCLEAN_chunk_071.txt,"baugewerblichen Unternehmer¬
presse „tüchtigen Paliere“",Direct,,,,,15015-15050;15317-15336,,,,
1896-97aCLEAN_chunk_071.txt,"der Submissionen abgesehen und die beschränkte Submission eingeführt, zu der meistens
nur Innungsmeister zugelassen werden",Indirect,öffentlichen Ausschreiben,Es wurde,,Es wurde vom öffentlichen Ausschreiben;,21802-21924,21762-21770,21775-21800,,21762-21801
1896-97aCLEAN_chunk_071.txt,"die zuständige Behörde zu ersuchen, durch Aenderung des
R.=St.=G.-B. zu bestimmen",Indirect,,Es wird beantragt,,"Es wird beantragt,",27612-27693,27593-27610,,,27593-27611
1896-97aCLEAN_chunk_019.txt,einer,Indirect,dieser,,,dieser,1119-1124,,1102-1108,,1102-1108
1896-97aCLEAN_chunk_030.txt,"„schlechten Zeiten haben das
fertig gebracht. Die schlechten Zeiten""",Direct,,sagt,,", sagt man,",8306-8374,8376-8380,,,8374-8385
1896-97aCLEAN_chunk_030.txt,"denn noch immer wollen die
Arbeiter und die Kleinbürger es nicht etnsehen, daß sie in den letzten Jahren aber¬
mals eine Stuife herabsanken",Indirect,,sagt,,", sagt man,",8386-8525,8376-8380,,,8374-8385
1896-97aCLEAN_chunk_030.txt,"„Bis zum Januar betrug der Minimallohn der Zuschneider 18 Dollars, die
Trimmer (die Herrichter von Futter u. f. w.) wurden mit 16 Dollars und auch mit
14 Dollars die Woche abgefunden. Die Kleiderfabrikanten warteten schon lange auf
eine günstige Gelegenheit, um sich der tyrannischen Aufsicht' der Union zu ent¬
ledigen. Die Uniqu bestand auf ihrem Minimallohn und auch darauf, daß Stüick¬
Die Zu¬
arbeiter nur ein gewisses Quautun jeden Tag zuschneiden durftet.
chueider sind Saisonarbeiter und haben durchschuittlich nur sechs Monate im Jahre
stetige Arbeit, so daß ihre Löhue, auf das Jahr gerechnet, sehr mäßige sind.",Direct,,,,,8551-9172,,,,
1896-97aCLEAN_chunk_030.txt,"„Die Fabrikanten stellen an und entlassen ihre Arbeiter nach Gut¬
dünken; die Löhne werden auf das frühere Maß reduzirt.""",Direct,die Uniont,,,,9588-9709,,9198-9208,,
1896-97aCLEAN_chunk_030.txt,"er habe das nur durch allerlei kunstreiche Schiebungen,
erreicht",Indirect,"aller¬
dings seine Gegner",haben behauptet,,"Nun haben aller¬
dings seine Gegner behauptet,",14538-14602,14495-14500;14527-14536,14501-14526,,14491-14537
1896-97aCLEAN_chunk_030.txt,die ihre Prinzipien,Indirect,Mangel,,,"Mangel einer Zeitung, , sehr schwer.",16740-16759,,16718-16724,,16718-16739;16768-16782
1896-97aCLEAN_chunk_030.txt,"daß es
Lohnerhöhung durchzusetzen",Indirect,"ein Redakteur der „Arbeiter-Zeitung""",versuchte zu beweisen,den Arbeitern,"Vor mehreren Wochen¬
versuchte ein Redakteur der „Arbeiter-Zeitung"" den Arbeitern zu beweisen,",16878-16911,16804-16813;16865-16876,16814-16850,16851-16864,16783-16877
1896-97aCLEAN_chunk_030.txt,"für sie ein Unglück sei, durch einen Strike eine —
(Erhöhung der Produktionskosten war sein Argument).",IndirectFreeIndirect,"ein Redakteur der „Arbeiter-Zeitung""",,,,16913-17015,,16814-16850,,
1896-97aCLEAN_chunk_109.txt,"„Aber was alle Welt glaubt, das
muß doch wahr sein!“",Direct,der Kranke,sagt,,sagt der Kranke,6655-6707,6710-6714,6715-6725,,6710-6725
1896-97aCLEAN_chunk_109.txt,"Sein Gegner, Dr. Johannes, ist ein Abbé Boullan,
der 1892 plötzlich gestorben ist weil er einen Augenblick,
sich zu spät gegen den Angriff eines von Doene gesandten Geistes wehrte",Indirect,Bois,wie behauptet,,", wie Bois behauptet,",13662-13743;13765-13862,13745-13748;13754-13763,13749-13753,,13743-13764
1896-97aCLEAN_chunk_109.txt,"Man würde geh.
sehr unrecht thun, wenn man diese namentlichen Erscheinungen als einfachen Aber¬
glauben verwürfe, wozn die Kritiklosigkeit dieser Schriftsteller leicht verführt.",IndirectFreeIndirect,,,,,14154-14331,,,,
1896-97aCLEAN_chunk_008.txt,"Das Programm der Populisten. die gegenwärtige nationale
Krisis mit heraufbeschworen zu haben",Indirect,Wird sie,beschuldigt,die jetzige Administration,"beschuldigt die jetzige Administration sowohl wie die früheren,",468-496;561-624,497-508,434-442,509-535,497-560
1896-97aCLEAN_chunk_008.txt,"„dem Lande die einer Volks¬
regierung gebührenden, verfassungsmäßigen Befugnisse und die Kontrolle zurück¬
zugeben, die von unseren öffentlichen Dienern schmählicher Weise monopolistischen
Korporationen überliefert worden seien"" throne auf den Ruinen der Demokratie;",Direct,,beschuldigt,die jetzige Administration,"beschuldigt die jetzige Administration sowohl wie die früheren,",641-869;1013-1050,497-508,,509-535,497-560
1896-97aCLEAN_chunk_008.txt,"„der Einfluß europcischer Geldwechsler
auf die Gesetzgebung sei mächtiger gewesen als die Stimmen des amerikanischen
Volkes“ throne auf den Ruinen der Demokratie;",Direct,,,,,871-995;1013-1050,,,,
1896-97aCLEAN_chunk_008.txt,"„um Herren¬
unserer eigenen Angelegenheiten und unabhängig von europäischer Kontrolle zu
sein“",Direct,,wird verlangt,,wird verlangt:,1051-1145,1146-1159,,,1146-1160
1896-97aCLEAN_chunk_008.txt,"„Nationales, gutes und sicheres, nur von der Bundes¬
regierung, ohne Dazmischentreten von Bankett, auszugebendes Geld als gesetz¬
liches Zahlungsmittel für alle öffentlichen und Privatschulden“",Direct,,wird verlangt,,wird verlangt:,1161-1354,1146-1159,,,1146-1160
1896-97aCLEAN_chunk_008.txt,"„unbeschränkte
freie Prägung von Silber und Gold im gegenwärtigen gesetzlichen Verhältnisse


F. A. Sorge: Die Präsidentenwahl in den Vereinigten Staaten.
55.
von 16 zu 1, ohne auf die Zustimmung fremder Nationen zu warten“",Direct,,,,,1356-1579,,,,
1896-97aCLEAN_chunk_008.txt,"„die
schleunige Vermehrung der Umlaufsmiltel zu einem Betrag, der den Bedürfnissen
des Geschäfts und der Bevölkerung genüge und das gerechte Niveau der Arbeits¬
und Produktionspreise wiederherstelle""",Direct,,,,,1581-1780,,,,
1896-97aCLEAN_chunk_008.txt,"durch die jetzige Regierung sei unnöthig und ungesetzlich; die Entwerthung des
legalen Geldes der Vereinigten Staaten durch Privatkontrakte sei gesetzlich zu ver¬
hindern (siehe Anmerkung, S. 17); die Regierung solle ihre Verpflichtungen in dem,
von ihr selbst beliebten Gelde zahlen;",IndirectFreeIndirect,,,,,1820-2104,,,,
1896-97aCLEAN_chunk_008.txt,"„wir verlangen eine progressive Einkommen¬
stener (a graduated incometax), damit der angehäufte Reichthum seinen gerechten
Antheil an der Besteuerung trage, und wir betrachten die jüngste Entscheidung,
des Bundesobergerichts über die Einkommensteuer als eine Mißdeutung (mis¬
interpretation) der Verfassung und als einen Eingriff in die rechtmäßigen Befug¬
nisse des Kongresses in Steuersachen“",Direct,,,,,2105-2499,,,,
1896-97aCLEAN_chunk_056.txt,wahrhaft blödsinniges Konzert wie betrunken durcheinander,Indirect,wahrhaft,,,wahrhaft,7530-7587,,7530-7538,,7530-7538
1896-97aCLEAN_chunk_056.txt,Selicke“,Direct,"ünstlerischen Konvention; wie in der Malerei das künstliche Atelierlicht durch das
natürliche Freilicht verdrängt wird,, so wollten sie das menschliche Leben repro¬
duziren, wie es sich in der täglichen Wirklichkeit abspielt. Und nicht etwa als
nüchterne Photographie, sondern mit den Mitteln einer ungleich feineren und
komplizirteren Kunst, als die alte Kunst mit ihrem im Lichte der modernen
Welt sehr fadenscheinig gewordenen Gewebe von Möglichkeiten und Unmöglichkeiten
war. Bis in das äußere Kleid der Worte revolutionirten sie die hergebrachte,
Kunstform; sie warfen die literarische Sprache über Bord und hielten sich an
die gesprochene","Sprache des Lebens. Bei allen Uebertreibungen, die dabei mit t
unterliefen und manchmal aus dem lebendigen Worte ein hilfloses Stammeln
machten, tragen diese dramatischen und novellistischen Skizzen, die Holz und
Schlaf 1892 gesammelt unter dem Titel „Neue Gleise“ bet F. Fontane in
Berlin herausgegeben haben, alle eigenthümlichen Kennzeichen eines ersten genialen
Wurfs. Mit einer auf den ersten Blick fast unheimlichen Plastik geben sie das¬
Leben, wie es sich in der gemeinen Wirklichkeit abspielt, ohne daß doch je der
Leser — es set denn, daß er durch die verkommene Aesthettk der bürgerlichen
Kritik schon ganz verblendet wäre — das klare Bewußtsein verliert, hier nicht


Die Neue Zeit.
324.
mit einer brutalen Kopie, sondern mit wirklichen Kunstwerken zu thun zu haben,
mit Werken einer Kunst, die in echt moderner Art alle ideologischen Hilllen von
den Dingen reißt, mit unendlich scharfen Instrumenten in den inneren Kern a¬
dieser Dinge mit",,,10922-10930,8764-9712;10253-10256,8119-8763,,
1896-97aCLEAN_chunk_056.txt,"einem gefüllten Portemonnaie in
der Tasche. Für Arno Holz mußte dies Geständniß um so bitterer sein, als er
sich vollkommen bewußt war, mit den ersten Proben der neugefundenen Kunst¬
form noch lange nicht ihr letztes Wort gesprochen zu haben. Ein so großer
Fortschritt die „Neuen Gleise"" an und für sich waren, so waren sie doch in
gewisser Beziehung ein Rickschritt gegen das „Buch der Zeit“. Ihnen fehlte
das siegfreudige Bekenntniß zum Banuer einer neuen Welt. Verkommene Schau¬
spieler, wie im „Papa Hamlet“ brutale Schulmeister, wie im „Ersten Schul¬
tag“, verbummelte Studenten, wie in der „Krummen Windgasse 20“ das
katzenjämmerliche Elend, das die „Familie Selicke“ hinter der ehrwürdig¬
patriarchalischen Form der bürgerlichen Familie enthüllte, alles das zeigte nur
erst die Ruinen, aus denen neues Leben emporblüht. Um dies neue Leben selbst,
zu schildern, mußte Arno Holz den neuen Geist feiner Lyrik mit der neuen Form¬
verschmelzen, die er in den Studienblättern seiner dramatischen und novellistischen
Skizzen gesunden hatte.
Darin kam ihm nun ein anderer Dichter zuvor, der das Glück hatte,
nebenbei ein gefillltes Portemonnaie zu besitzen. Gerhart Hauptmann hat sein
erstes Drama „Vor Sonnenaufgang“ dem norwegischen Dichter Bjarne P. Holmsen,
gewidmet, von dem er ehrlich bekennt, die „entscheidende Anregung“ empfangen
zu haben. Und Hauptmanns Erstling trägt auch sehr deutlich die Spuren davon,
einer „Anregung“ sein Dasein zu verdanken; mit seiner groben und obendrein
sehr schief gewickelten Tendenz gegen den Alkoholismus bleibt er in der über¬
lebten Form des Thesenstückes stecken, reicht lange nicht heran an die genial¬
ursprüngliche Kunst, womit die Dichter der „Familie Selicke"" den bürgerlichen
Familienjammer plastisch darzustellen wissen, ohne für ihre Person auch nur mit
einer Silbe hervorzutreten. Dann aber that Hauptmann einen großen Schritt¬
über Holz hinaus, indem er die neue Kunstform wirklich auf neues Leben an¬
wandte — in den „Webern"" und bis zu einem gewissen Grade auch im „Biber¬
pelz“. Dabei mußte er denn freilich die Erfahrung machen, daß auch ein
gefülltes Portemonnaie keineswegs alle Hindernisse beseitigt, die der Schöpfung
einer neuen Kunst auf dem Boden der bülrgerlichen Gesellschaft entgegenstehen.
Seitdem hat sich Hauptmann auf ein hoffnungsloses und nicht immer schönes
Kompromisseln gelegt, und es läßt sich heute noch nicht sagen, ob er je sein
besseres Theil wieder finden wird.
Inzwischen hat sich Holz so weit erholt, um einen dritten Hungerkursus
im Dienste der Kunst durchzumachen. In richtiger Konsequenz seiner dichterischen
Entwicklung will er sich den großen Fragen der Zeit zuwenden, obgleich er
inehr Lyriker und Epiker, als Dramatiker —
vielleicht nicht den richtigen.
Weg einschlägt, wenn er in einer Reihe von Bühnenwerken, die, wie ihr Ge¬
sammttitel — Berlin, das Ende einer Zeit in Dramen — bereits andeutet,


Der Fall Holz.
325.
zusammengehalten durch ihr Milieu, alle Kreise und Klassen spiegelnd, ein um¬
fassendes Bild der Zeit geben sollen. In dem ersten Drama, das Holz aus
der geplanten Serie veröffentlicht, den „Sozialaristokraten“ (Leipzig und Rudol¬
stadt, Kommissionsverlag von Mänicke & Jahn) zeigt er sich noch einigermaßen
im rein formalen Prinzip befangen. Er will „statt des bisher überliefert,
gewesenen posirten Lebens das nahezu wirkliche setzen, mit einem Wortet aus
dem Theater allmälig das „Theater“ drängen“. Das heißt schroff aufgefaßt: er
will die „Kunst"" aus der Kunst drängen. Die dramatische Handlung ist der
mannigfachsten Erweiterung und Vertiefung fähig, aber dramatische Handlung,
muß sie immer bleiben. Dagegen sind die „Sozialaristokraten“ eine Reihe
aneinandergehängter, zum Theil brillant ausgeführter und das konfuse Treiben
der Anarchisten köstlich schildernder Skizzen, die das „Theater“ nur so aus dem,
Theater drängen, daß sie selbst den Boden des Theaters verlassen. Es hängt
mit dieser Ueberschätzung des rein formalen Prinzips zusammen, daß Holz sich
über „die einfach alles revolutionirende Bedeutung dieser neuen Sprache"" in
Ausionen ergeht und daß seine Charaktere mit einer manchmal nicht mehr külnst¬
lerischen, sondern nur noch photographischen Treue nach lebenden Mustern ge¬
eichnet sind.
Jedoch die Kritik wird einstweilen übertönt durch einen Schrei der Ver¬
zweiflung, den der Dichter in der Vorrede zu den „Soztalaristokraten“ ausstößt.
Zum dritten Male überwältigt ihn die Noth des Lebens in seinem künstlerischen
„Mir bleibt daher, wie die Dinge dieses dritte und
Schaffen, und er schreibt
letzte Mal für mich liegen, nur noch Eins übrig: der Appell an die Oeffentlichkeit.
Sollte zur Zeit in Deutschland Niemand sein, der an einem Werke, wie dem
vorliegenden, dem Autor die Weiterarbeit ermöglicht? Da die Antwort auf
diese Frage meinen bisherigen Erfahrungen nach höchst wahrscheinlich Nein lauten,
wird, so halte ich nicht für überflüssig, hinzuzufügen, daß ich selbstverständlich in
dem Glauben Iebe, diesen Schritt nicht für meine Person gethan zu haben,
sondern für meine Sache.""",Indirect,"""",,,,10257-15283,,15282-15283,,
1896-97aCLEAN_chunk_131.txt,die,Indirect,die eisernen,hatte,,", hatte",7277-7280,7304-7309,7091-7103,,7275-7276;7304-7309
1896-97aCLEAN_chunk_131.txt,"schon zu Lassalles,
Zeiten die rheinischen Heerschaaren organisirt hatte",Indirect,einen,",",,,7602-7674,7485-7486,7366-7371,,
1896-97aCLEAN_chunk_131.txt,", daß die nationale Frage für absehbare Zeit entschieden sei, daß der groß¬
deutsch-demokratische Standpunkt, nachdem die Bourgeoisie in hellen Haufen zu
Bismarck übergelaufen war, die letzte theorettsche Denkbarkeit verloren habe, daß
die Zertrümmerung des bismärckischen Reiches durch Beust oder Bonaparte den
Teufel durch Beelzebub vertreiben heiße",Indirect,einen,,,,7485-7486;7709-8058,,7366-7371,,
1896-97aCLEAN_chunk_131.txt,",",Indirect,,,,,7485-7486,,,,
1896-97aCLEAN_chunk_131.txt,die rheinischen Heerschaaren organisirt hatte,Indirect,Hugo Hillmann,mit hineinnahm,,"mit hineinnahm, und den orthodopen Satz:",7629-7674,9965-9979,7509-7522,,9965-10005
1896-97aCLEAN_chunk_131.txt,"„Sicherstellung der frei¬
nur noch durch, daß die Generalversammlung
heitlichen Volksrechte“",Direct,Hugo Hillmann,,,Hugo Hillmann,9872-9964,,7509-7522,,7509-7522
1896-97aCLEAN_chunk_131.txt,schmählich unterlegen,Indirect,"in den Massen—
Orten","in den Massen—
Orten",,,14406-14427,14385-14405,14385-14405,,
1896-97aCLEAN_chunk_131.txt,"auch des fortschritt¬
lichen Berliner Arbeitervereins, des gewerkschaftlichen Buchdruckergehilfenvereins
und des Vorstädtischen Handwerkervereins",Indirect,,,,,15191-15336,,,,
1896-97aCLEAN_chunk_131.txt,"„bedenkliche
Ausdehnung“",Direct,,,,,15522-15546,,,,
1896-97aCLEAN_chunk_050.txt,"„Zukunftsstaat“ ein großes Bordell machen, was Herr Lorenz mit einer
Phantaste ausführt, die in Bordellen vermuthlich hohe Anerkennung finden wird.
Doch es ist nicht unsere",Direct,er,,,,4785-4957,,4521-4523,,
1896-97aCLEAN_chunk_050.txt,"Nein, was ist dieser Wenckstern für ein schreck¬
licher Dummkopf; er will Marx „in den Froschteich des moralisirenden Spießer¬
thums"" herabziehen. Und wenn eine langjährige Erfahrung nicht trügt, so wird
in diesemt Augenblicke schon der allerneueste Marxvernichter auf den Hoset sitzen,
um in einem dicken Bande nachzuweisen, daß so thöricht wie Herr Lorenz denn
doch noch kein Sterblicher den Marxismus zu „vernichten“ gesucht habe. Die
„Epigonen des Marxismus"" sollten jedem Marxvernichter ein halbes Jahr Schonzeit
göunen, sicher, daß der Vernichter inzwischen schon von seinesgleichen vernichtet,
sein wird, und froh der Goetheschen Weisheit: Einer dieser Marxvernichter wird,
vom andern abgethan.


Die Epigonen des Nikodemus.
291.
Lassen wir also den Marxvernichter Lorenz und halten wir uns an den
national-sozialen Propheten Lorenz. Dieser Prophet erlöst die Menschheit durch
das Fluidum, und als Sicherheitskommissarius erklärt er vorweg, daß die
„Epigonen des Marxismus“ an diesen sagt uns: So „grobe „Epigonen des Marxismus""",Direct,,,,,5713-6703;6756-6775;8710-8734,,,,
1896-97aCLEAN_chunk_050.txt,"Nein, was ist dieser Wenckstern für ein schreck¬
licher Dummkopf; er will Marx „in den Froschteich des moralisirenden Spießer¬
thums"" herabziehen. Und wenn eine langjährige Erfahrung nicht trügt, so wird
in diesemt Augenblicke schon der allerneueste Marxvernichter auf den Hoset sitzen,
um in einem dicken Bande nachzuweisen, daß so thöricht wie Herr Lorenz denn
doch noch kein Sterblicher den Marxismus zu „vernichten“ gesucht habe. Die
„Epigonen des Marxismus"" sollten jedem Marxvernichter ein halbes Jahr Schonzeit
göunen, sicher, daß der Vernichter inzwischen schon von seinesgleichen vernichtet,
sein wird, und froh der Goetheschen Weisheit: Einer dieser Marxvernichter wird,
vom andern abgethan.


Die Epigonen des Nikodemus.
291.
Lassen wir also den Marxvernichter Lorenz und halten wir uns an den
national-sozialen Propheten Lorenz. Dieser Prophet erlöst die Menschheit durch
das Fluidum, und als Sicherheitskommissarius erklärt er vorweg, daß die
„Epigonen des Marxismus“ an diesen sagt uns: So „grobe",Direct,,,,,5713-6703;6756-6775,,,,
1896-97aCLEAN_chunk_050.txt,"die Annahme des historischen Materialismus, daß
die Menschen produzirten, um zu leben, um zu essen, zu trinken, zu wohnen,
und sich zu kleiden, rühre noch nicht an den letzten Trieb der Dinge, der eben
das Fluidum set",Indirect,Herr Lorenz,sagt,,"Nun sagt Herr Lorenz,",7317-7534,7299-7303,7304-7315,,7295-7316
